id,account_id,occurred_at,channel
341,1291,2016-01-26T18:23:54,direct
342,1291,2016-02-25T09:14:58,direct
343,1291,2016-03-25T09:02:51,direct
344,1291,2016-04-23T15:43:35,direct
345,1291,2016-05-22T20:43:32,direct
346,1291,2016-06-20T02:27:56,direct
347,1291,2016-07-19T04:56:31,direct
348,1291,2016-08-18T07:43:50,direct
349,1291,2016-09-17T11:23:38,direct
350,1291,2016-10-17T08:27:11,direct
351,1291,2016-11-16T19:21:35,direct
352,1291,2016-12-15T09:14:53,direct
353,1301,2013-12-08T07:03:01,direct
354,1301,2014-01-07T01:15:29,direct
355,1301,2014-02-05T13:40:48,direct
356,1301,2014-03-06T13:16:29,direct
357,1301,2014-04-05T06:44:25,direct
358,1301,2014-05-04T11:34:58,direct
359,1301,2014-06-02T05:44:09,direct
360,1301,2014-07-01T10:17:48,direct
361,1301,2014-07-31T13:06:47,direct
362,1301,2014-08-30T04:23:55,direct
363,1301,2014-09-29T06:40:44,direct
364,1301,2014-10-28T02:46:48,direct
365,1301,2014-11-26T15:03:04,direct
366,1301,2014-12-26T02:28:48,direct
367,1301,2015-01-24T05:39:50,direct
368,1301,2015-02-22T08:11:49,direct
369,1301,2015-03-23T01:11:54,direct
370,1301,2015-04-21T21:41:17,direct
371,1301,2015-05-21T10:12:41,direct
372,1301,2015-06-20T05:43:18,direct
373,1301,2015-07-20T13:26:38,direct
374,1301,2015-08-19T00:17:57,direct
375,1301,2015-09-17T13:36:20,direct
376,1301,2015-10-16T21:01:11,direct
377,1301,2015-11-14T06:13:20,direct
378,1301,2015-12-13T20:44:51,direct
379,1301,2016-01-11T20:50:33,direct
380,1301,2016-02-09T09:07:43,direct
381,1301,2016-03-10T22:41:20,direct
382,1301,2016-04-08T00:56:54,direct
383,1301,2016-05-07T23:16:14,direct
384,1301,2016-06-05T13:07:22,direct
385,1301,2016-07-04T20:28:56,direct
386,1301,2016-08-02T06:11:39,direct
387,1301,2016-09-01T00:02:54,direct
388,1301,2016-10-01T23:53:06,direct
389,1301,2016-10-31T04:34:23,direct
390,1301,2016-11-29T20:43:48,direct
391,1301,2016-12-29T01:29:37,direct
392,1311,2016-07-07T13:47:48,direct
393,1311,2016-08-06T23:06:56,direct
394,1311,2016-09-05T21:33:51,direct
395,1311,2016-10-04T14:13:31,direct
396,1311,2016-11-03T22:39:14,direct
397,1311,2016-12-02T22:28:37,direct
398,1311,2017-01-01T05:19:38,direct
399,1321,2015-12-15T20:28:10,direct
400,1321,2016-01-13T12:59:38,direct
401,1321,2016-02-12T02:44:11,direct
402,1321,2016-03-12T05:02:22,direct
403,1321,2016-04-10T10:44:47,direct
404,1321,2016-05-10T07:40:33,direct
405,1321,2016-06-09T08:05:01,direct
406,1321,2016-07-08T00:34:54,direct
407,1321,2016-08-07T10:15:21,direct
408,1321,2016-09-05T08:54:58,direct
409,1321,2016-10-05T04:39:03,direct
410,1321,2016-11-03T02:51:57,direct
411,1321,2016-12-03T13:03:27,direct
412,1321,2017-01-01T09:26:38,direct
413,1331,2016-08-18T11:05:26,direct
414,1331,2016-09-16T08:02:27,direct
415,1331,2016-10-15T02:42:59,direct
416,1331,2016-11-14T13:32:25,direct
417,1331,2016-12-13T20:57:57,direct
418,1341,2016-08-28T11:25:50,direct
419,1341,2016-09-26T22:15:30,direct
420,1341,2016-10-26T00:11:01,direct
421,1341,2016-11-24T21:02:18,direct
422,1341,2016-12-23T17:48:09,direct
423,1351,2016-08-21T13:07:37,direct
424,1351,2016-09-19T11:49:52,direct
425,1351,2016-10-18T03:50:03,direct
426,1351,2016-11-16T21:29:57,direct
427,1351,2016-12-15T04:31:04,direct
428,1361,2016-09-01T02:32:39,direct
429,1361,2016-09-30T13:33:16,direct
430,1361,2016-10-29T22:31:40,direct
431,1361,2016-11-27T15:39:45,direct
432,1371,2015-08-15T13:11:58,direct
433,1371,2015-09-14T09:22:48,direct
434,1371,2015-10-14T15:27:18,direct
435,1371,2015-11-13T16:52:29,direct
436,1371,2015-12-12T13:13:51,direct
437,1371,2016-01-10T06:19:41,direct
438,1371,2016-02-09T10:30:29,direct
439,1371,2016-03-09T11:55:53,direct
440,1371,2016-04-07T03:22:06,direct
441,1371,2016-05-07T12:08:23,direct
442,1371,2016-06-06T13:15:38,direct
443,1371,2016-07-05T00:21:55,direct
444,1371,2016-08-04T11:00:30,direct
445,1371,2016-09-02T05:19:19,direct
446,1371,2016-10-02T08:00:21,direct
447,1371,2016-11-01T12:38:49,direct
448,1371,2016-12-01T00:31:50,direct
449,1371,2016-12-31T16:58:02,direct
450,1381,2016-11-12T12:10:53,direct
451,1381,2016-12-11T17:46:05,direct
452,1391,2016-10-07T19:54:44,direct
453,1391,2016-11-05T09:24:20,direct
454,1391,2016-12-04T00:21:19,direct
455,1401,2013-12-12T16:19:30,direct
456,1401,2014-01-11T15:32:51,direct
457,1401,2014-02-10T16:06:35,direct
458,1401,2014-03-11T12:32:25,direct
459,1401,2014-04-10T00:00:04,direct
460,1401,2014-05-10T20:16:56,direct
461,1401,2014-06-09T13:33:31,direct
462,1401,2014-07-09T22:52:44,direct
463,1401,2014-08-07T02:28:10,direct
464,1401,2014-09-05T07:08:38,direct
465,1401,2014-10-05T01:10:53,direct
466,1401,2014-11-03T03:01:09,direct
467,1401,2014-12-02T11:03:40,direct
468,1401,2015-01-01T18:29:33,direct
469,1401,2015-01-31T19:37:16,direct
470,1401,2015-03-01T12:11:18,direct
471,1401,2015-03-31T12:53:06,direct
472,1401,2015-04-29T07:08:34,direct
473,1401,2015-05-29T17:12:27,direct
474,1401,2015-06-28T11:22:10,direct
475,1401,2015-07-27T15:25:39,direct
476,1401,2015-08-26T12:40:02,direct
477,1401,2015-09-25T09:25:21,direct
478,1401,2015-10-25T21:49:37,direct
479,1401,2015-11-23T22:28:27,direct
480,1401,2015-12-23T10:17:08,direct
481,1401,2016-01-22T04:30:43,direct
482,1401,2016-02-20T18:31:47,direct
483,1401,2016-03-21T06:27:38,direct
484,1401,2016-04-19T02:54:54,direct
485,1401,2016-05-18T00:09:10,direct
486,1401,2016-06-16T02:53:33,direct
487,1401,2016-07-16T04:22:35,direct
488,1401,2016-08-15T06:49:31,direct
489,1401,2016-09-14T18:39:15,direct
490,1401,2016-10-14T13:07:24,direct
491,1401,2016-11-12T07:05:27,direct
492,1401,2016-12-12T03:32:29,direct
493,1411,2013-12-30T21:37:46,direct
494,1411,2014-01-29T20:56:34,direct
495,1411,2014-02-28T19:45:05,direct
496,1411,2014-03-30T18:24:29,direct
497,1411,2014-04-28T21:13:06,direct
498,1411,2014-05-27T20:43:08,direct
499,1411,2014-06-26T06:28:58,direct
500,1411,2014-07-26T15:44:03,direct
501,1411,2014-08-24T07:43:10,direct
502,1411,2014-09-23T13:02:09,direct
503,1411,2014-10-23T20:42:57,direct
504,1411,2014-11-21T09:55:43,direct
505,1411,2014-12-20T01:47:38,direct
506,1411,2015-01-19T20:32:35,direct
507,1411,2015-02-18T17:00:52,direct
508,1411,2015-03-19T20:50:39,direct
509,1411,2015-04-17T17:42:23,direct
510,1411,2015-05-16T22:58:02,direct
511,1411,2015-06-15T10:28:56,direct
512,1411,2015-07-14T03:19:08,direct
513,1411,2015-08-13T10:04:37,direct
514,1411,2015-09-11T14:42:38,direct
515,1411,2015-10-10T19:53:38,direct
516,1411,2015-11-08T09:20:50,direct
517,1411,2015-12-08T20:54:14,direct
518,1411,2016-01-06T08:34:58,direct
519,1411,2016-02-04T02:33:55,direct
520,1411,2016-03-05T22:59:52,direct
521,1411,2016-04-04T04:54:25,direct
522,1411,2016-05-03T23:53:26,direct
523,1411,2016-06-02T03:48:13,direct
524,1411,2016-07-02T10:04:20,direct
525,1411,2016-08-01T23:33:35,direct
526,1411,2016-08-31T20:48:44,direct
527,1411,2016-09-30T19:34:49,direct
528,1411,2016-10-29T22:28:39,direct
529,1411,2016-11-28T12:23:09,direct
530,1411,2016-12-28T04:05:11,direct
531,1421,2014-01-01T12:53:38,direct
532,1421,2014-01-30T12:16:14,direct
533,1421,2014-02-28T19:08:24,direct
534,1421,2014-03-30T00:36:42,direct
535,1421,2014-04-28T22:19:25,direct
536,1421,2014-05-28T01:27:57,direct
537,1421,2014-06-27T13:05:49,direct
538,1421,2014-07-26T21:06:13,direct
539,1421,2014-08-25T15:38:37,direct
540,1421,2014-09-24T06:00:18,direct
541,1421,2014-10-24T06:45:18,direct
542,1421,2014-11-23T04:04:26,direct
543,1421,2014-12-22T09:20:15,direct
544,1421,2015-01-20T15:00:59,direct
545,1421,2015-02-19T09:46:43,direct
546,1421,2015-03-20T16:58:00,direct
547,1421,2015-04-19T21:09:45,direct
548,1421,2015-05-19T03:34:53,direct
549,1421,2015-06-17T12:55:29,direct
550,1421,2015-07-17T13:34:12,direct
551,1421,2015-08-16T09:12:32,direct
552,1421,2015-09-15T17:54:29,direct
553,1421,2015-10-14T00:32:16,direct
554,1421,2015-11-13T08:55:37,direct
555,1421,2015-12-12T01:04:58,direct
556,1421,2016-01-10T22:16:20,direct
557,1421,2016-02-09T19:56:04,direct
558,1421,2016-03-10T05:02:28,direct
559,1421,2016-04-08T22:48:01,direct
560,1421,2016-05-07T16:16:30,direct
561,1421,2016-06-06T11:44:14,direct
562,1421,2016-07-05T00:17:21,direct
563,1421,2016-08-03T19:15:52,direct
564,1421,2016-09-02T21:16:58,direct
565,1421,2016-10-02T02:09:40,direct
566,1421,2016-11-01T09:23:14,direct
567,1421,2016-12-01T21:19:52,direct
568,1421,2016-12-31T21:09:52,direct
569,1431,2016-03-28T10:58:49,direct
570,1431,2016-04-27T05:28:07,direct
571,1431,2016-05-26T13:40:19,direct
572,1431,2016-06-25T09:49:05,direct
573,1441,2013-12-28T12:47:12,direct
574,1441,2014-01-27T13:31:12,direct
575,1441,2014-02-25T21:07:32,direct
576,1441,2014-03-27T15:07:40,direct
577,1441,2014-04-26T16:49:11,direct
578,1441,2014-05-25T01:00:51,direct
579,1441,2014-06-23T09:40:29,direct
580,1441,2014-07-22T21:54:33,direct
581,1441,2014-08-21T13:17:02,direct
582,1441,2014-09-19T01:37:34,direct
583,1441,2014-10-18T00:29:58,direct
584,1441,2014-11-16T08:28:34,direct
585,1441,2014-12-16T18:38:58,direct
586,1441,2015-01-15T05:05:18,direct
587,1441,2015-02-13T04:23:04,direct
588,1441,2015-03-14T04:38:23,direct
589,1441,2015-04-13T07:06:08,direct
590,1441,2015-05-12T01:34:54,direct
591,1441,2015-06-10T01:31:55,direct
592,1441,2015-07-09T16:13:32,direct
593,1441,2015-08-08T18:08:57,direct
594,1441,2015-09-06T17:49:26,direct
595,1441,2015-10-06T08:34:53,direct
596,1441,2015-11-04T08:19:59,direct
597,1441,2015-12-04T19:44:46,direct
598,1441,2016-01-03T18:13:21,direct
599,1441,2016-02-01T23:19:29,direct
600,1441,2016-03-02T02:44:59,direct
601,1441,2016-04-01T15:49:33,direct
602,1441,2016-05-01T12:43:16,direct
603,1441,2016-05-31T19:31:44,direct
604,1441,2016-06-29T01:48:58,direct
605,1441,2016-07-29T08:14:49,direct
606,1441,2016-08-28T11:05:15,direct
607,1441,2016-09-27T23:47:38,direct
608,1451,2014-05-04T09:44:29,direct
609,1451,2014-06-03T13:11:33,direct
610,1451,2014-07-02T09:13:24,direct
611,1451,2014-08-01T02:26:49,direct
612,1451,2014-08-31T16:15:34,direct
613,1451,2014-09-30T09:25:04,direct
614,1451,2014-10-30T13:44:15,direct
615,1451,2014-11-29T23:40:03,direct
616,1451,2014-12-29T07:30:31,direct
617,1451,2015-01-28T07:51:18,direct
618,1451,2015-02-26T05:55:12,direct
619,1451,2015-03-27T03:28:03,direct
620,1451,2015-04-26T10:59:38,direct
621,1451,2015-05-25T10:02:49,direct
622,1451,2015-06-24T17:52:23,direct
623,1451,2015-07-24T23:40:26,direct
624,1451,2015-08-23T12:51:04,direct
625,1451,2015-09-21T12:10:23,direct
626,1451,2015-10-20T09:23:17,direct
627,1451,2015-11-18T01:55:57,direct
628,1451,2015-12-17T19:34:09,direct
629,1451,2016-01-15T01:10:36,direct
630,1451,2016-02-13T08:47:13,direct
631,1451,2016-03-14T18:25:21,direct
632,1451,2016-04-12T16:15:42,direct
633,1451,2016-05-11T18:52:00,direct
634,1451,2016-06-10T12:42:23,direct
635,1451,2016-07-10T10:42:34,direct
636,1451,2016-08-09T03:48:45,direct
637,1451,2016-09-08T04:17:32,direct
638,1451,2016-10-08T14:24:44,direct
639,1451,2016-11-07T03:44:37,direct
640,1451,2016-12-06T00:00:18,direct
641,1461,2015-12-12T01:10:34,direct
642,1461,2016-01-10T19:23:15,direct
643,1461,2016-02-09T21:22:41,direct
644,1461,2016-03-10T04:20:41,direct
645,1461,2016-04-08T05:01:07,direct
646,1461,2016-05-07T02:16:01,direct
647,1461,2016-06-05T16:47:02,direct
648,1461,2016-07-04T04:57:25,direct
649,1461,2016-08-02T09:46:48,direct
650,1461,2016-08-31T18:51:25,direct
651,1461,2016-09-30T04:59:11,direct
652,1461,2016-10-29T20:12:12,direct
653,1461,2016-11-27T11:59:48,direct
654,1461,2016-12-26T10:48:11,direct
655,1471,2017-01-01T06:03:58,direct
656,1481,2016-12-19T12:21:00,direct
657,1491,2015-02-15T16:04:52,direct
658,1491,2015-03-17T22:32:19,direct
659,1491,2015-04-15T13:52:42,direct
660,1491,2015-05-15T02:25:45,direct
661,1491,2015-06-13T21:33:40,direct
662,1491,2015-07-12T21:40:19,direct
663,1491,2015-08-10T08:41:41,direct
664,1491,2015-09-08T14:10:54,direct
665,1491,2015-10-08T00:26:17,direct
